Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
Clearlink Overflow North Carolina,Clearlink Overflow,8448538767,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Nevada,Clearlink Overflow,8448538768,,Consumer Residential,0,,0,,,,,
National Directory Unpublished TFN for test,Directories,8448541880,,Consumer Residential,0,,0,,,,,
Text Keyword INSTALL,Broadcast,8448575561,,Consumer Residential,0,,0,,,,,
Text Keyword INSTANT,Broadcast,8448575562,,Consumer Residential,0,,0,,,,,
Text Keyword INTERNET,Broadcast,8448575563,,Consumer Residential,0,,0,,,,,
Dealer Test Account,Dealer,8448575564,,Consumer Residential,0,,0,,43834,,,
Text Keyword ONLINE,Broadcast,8448575565,,Consumer Residential,0,,0,,,,,
Google Knowledge Panel,Web,8448575566,,Consumer Residential,0,,0,,,,,
Text Gen5 Offers Website Code 35000,Broadcast,8448575567,,Consumer Residential,0,,1,,,,,
Text Gen5 SAVE Website Code 35000,Broadcast,8448575568,,Consumer Residential,0,,1,,,,,
Text MORE Code 3500,Broadcast,8448575569,,Consumer Residential,0,,1,,,,,
J and M TV LLC ,Dealer,8448575570,,Consumer Residential,0,,0,,442,,,<font size='8' color='red'><b>Thank you for calling J and M TV! Don't forget to ask about our special offers today!</b></font>
Clearlink Overflow Kentucky,Clearlink Overflow,8448627142,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Missouri,Clearlink Overflow,8448631695,,Consumer Residential,0,,0,,,,,
First Digital 2nd Number,Dealer,8448710544,,Consumer Residential,0,,0,,92099,,,<font size='8' color='red'><b>Thank you for calling First Digital! Don't forget to ask about our special offers today!</b></font>
Text FAST Free Router Offer Code 99000,Broadcast,8448800488,,Consumer Residential,0,,1,,,,,
DM 1117 Root Domain,Campaigns,8448800491,,Consumer Residential,0,,0,,,,,
DM 1217 Both,Campaigns,8448800492,,Consumer Residential,0,,0,,,,,
DM 1217 Root Domain,Campaigns,8448800493,,Consumer Residential,0,,0,,,,,
Consumer Residential Caller ID for Outbound Callbacks,Other,8448899550,,Consumer Residential,0,,0,,,,,
DM 216 Echo XVII GROWTH 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8448899553,,Consumer Residential,0,,0,,,,,
EnterSource,Dealer,8448899554,,Consumer Residential,0,,0,,41049,,,<font size='8' color='red'><b>Thank you for calling Enter Source! Don't forget to ask about our special offers today!</b></font>
iQueue BRM cancellation project Caller ID,PreInstall,8448989266,,PreInstall,0,,0,,,,,
Clearlink Overflow West Virginia,Clearlink Overflow,8448989267,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Vermont,Clearlink Overflow,8448989268,,Consumer Residential,0,,0,,,,,
Aspect Test Termination Number,Other,8448989269,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Idaho,Clearlink Overflow,8448989270,,Consumer Residential,0,,0,,,,,
Star Satellite,Dealer,8448989272,,Consumer Residential,0,,0,,213835,,,<font size='8' color='red'><b>Thank you for calling Star Satellite! Don't forget to ask about our special offers today!</b></font>
DM 318 PO Box GEO PRF 15Q3 Smoothed Tile 1 Odd,Direct Mail,8448989273,,Consumer Residential,0,,0,,,,,
DM 418 ANI EPQ Growth,Direct Mail,8448989274,,Consumer Residential,0,,0,,,,,
Govt Radio WNEW,Government,8449002024,,Government,0,,0,,,,,
Social Media Organic Web,Digital,8449002025,,Consumer Residential,0,,0,,,,,
Govt Radio WTOP,Government,8449002026,,Government,0,,0,,,,,
BI Email Campaigns Special Quarterly Offers,Business,8552034050,,Business,0,,0,,,Business Email,,
BI email blast special offers,Business,8552034051,,Business,0,,0,70130000000MqFt,,Business Email,,
BI Email Handraiser,Business,8552034052,,Business,0,,0,,,Business Email,,
BI Email Blast Q2 2014,Business,8552034063,,Business,0,,0,,,Business Email,,
Yellowbook Digital OLD,Directories,8552034064,,Consumer Residential,0,,1,,,,,
PI IVR Transfer to Consumer sales,Other,8552034065,,Consumer Residential,0,,0,,,,,
Consumer Residential Caller ID for Outbound Callbacks,Other,8552034066,,Consumer Residential,0,,0,,,,,
Open Can Be Reassigned,Other,8552034067,,Consumer Residential,0,,0,,,,,
American Farm Bureau ID Old TFN,Campaigns,8552034068,,Consumer Residential,0,,0,,,,,
American Farm Bureau ID Old TFN,Campaigns,8552034069,,Consumer Residential,0,,0,,,,,
DTV You Are Here,Broadcast,8552044954,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8552045122,,Consumer Residential,0,,1,,,,,
DISH You Are Here,Broadcast,8552045123,,Consumer Residential,0,,1,,,,,
DISH You Are Here,Broadcast,8552045124,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8552045125,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8552045126,,Consumer Residential,0,,1,,,,,
DTV hughesnet60 root domain Gen4,Broadcast,8552045127,,Consumer Residential,0,,1,,,,,
Dish hughesnet80 root domain Gen4,Broadcast,8552045128,,Consumer Residential,0,,1,,,,,
National Cable Website only TFN,Broadcast,8552045129,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B Number on Website,Broadcast,8552045130,,Consumer Residential,0,,1,,,,,
Comm Sol Republic Callbacks,Other,8552152414,,Consumer Residential,0,,0,,,,,
BI Email End of March 2015 No 2,Business,8552152472,,Business,0,,0,70130000001xYRq,,Business Email,,
Cold River Communications,Dealer,8552152524,,Consumer Residential,0,,0,,73093,,,<font size='8' color='red'><b>Thank you for calling Cold River Communications! Don't forget to ask about our special offers today!</b></font>
DISH Fun Online Root Domain,Broadcast,8552259125,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8552259126,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8552259127,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8552259128,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice Root Domain,Broadcast,8552259129,,Consumer Residential,0,,1,,,,,
Home Sweet Home A,Broadcast,8552259131,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8552259132,,Consumer Residential,0,,1,,,,,
Home Sweet Home A,Broadcast,8552259133,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home,Broadcast,8552259144,,Consumer Residential,0,,1,,,,,
Home Sweet Home 60,Broadcast,8552259145,,Consumer Residential,0,,1,,,,,
Bam Techs,Dealer,8552333411,,Consumer Residential,0,,0,,54578,,,<font size='8' color='red'><b>Thank you for calling Bam Techs! Don't forget to ask about our special offers today!</b></font>
Clearlink Overflow Alaska,Clearlink Overflow,8552333413,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Arizona,Clearlink Overflow,8552333414,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Arkansas,Clearlink Overflow,8552333415,,Consumer Residential,0,,0,,,,,
Clearlink Overflow California,Clearlink Overflow,8552333417,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Colorado,Clearlink Overflow,8552333418,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Connecticut,Clearlink Overflow,8552352152,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Florida,Clearlink Overflow,8552380105,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Georgia,Clearlink Overflow,8552380363,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Hawaii,Clearlink Overflow,8552454765,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Idaho,Clearlink Overflow,8552454767,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Illinois,Clearlink Overflow,8552454770,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Indiana,Clearlink Overflow,8552454773,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Iowa,Clearlink Overflow,8552454774,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Kansas,Clearlink Overflow,8552454775,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Kentucky,Clearlink Overflow,8552456239,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Louisiana,Clearlink Overflow,8552456658,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Maine,Clearlink Overflow,8552458179,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Maryland,Clearlink Overflow,8552458257,,Consumer Residential,0,,0,,,,,
YellowPages 2014 Print OLD,Directories,8552589054,,Consumer Residential,0,,1,,,,,
Retail Support 2nd Transfer Number OLD,PreInstall,8552589518,,PreInstall,0,,0,,,,,
VTM Satellite,Dealer,8552589519,,Consumer Residential,0,,0,,45403,,,<font size='8' color='red'><b>Thank you for calling VTM Satellite! Don't forget to ask about our special offers today!</b></font>
Focus Consumer Callback,Other,8552589520,,Consumer Residential,0,,0,,,,,
DTV Home Sweet Home A,Broadcast,8552632654,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8552632656,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8552632658,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8552632667,,Consumer Residential,0,,1,,,,,
Radio Spot Oct 2012 Gen4 old ICI TFN,Broadcast,8552632698,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8552633002,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8552633003,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8552633004,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8552633005,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8552633006,,Consumer Residential,0,,1,,,,,
Clearlink Overflow Massachusetts,Clearlink Overflow,8552640418,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Michigan,Clearlink Overflow,8552640419,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Minnesota,Clearlink Overflow,8552645339,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Mississippi,Clearlink Overflow,8552646324,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Missouri,Clearlink Overflow,8552646685,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Montana,Clearlink Overflow,8552646693,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Nebraska,Clearlink Overflow,8552647211,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Nevada,Clearlink Overflow,8552648620,,Consumer Residential,0,,0,,,,,
Clearlink Overflow New Hampshire,Clearlink Overflow,8552648623,,Consumer Residential,0,,0,,,,,
Clearlink Overflow New Jersey,Clearlink Overflow,8552648624,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Delaware,Clearlink Overflow,8552775214,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Alabama,Clearlink Overflow,8552775217,,Consumer Residential,0,,1,,,,,
AG Communications,Dealer,8552775219,,Consumer Residential,0,,0,,213722,,,<font size='8' color='red'><b>Thank you for calling AG Communications! Don't forget to ask about our special offers today!</b></font>
Skyview,Dealer,8552791991,,Consumer Residential,0,,0,,30541,,,<font size='8' color='red'><b>Thank you for calling Skyview! Don't forget to ask about our special offers today!</b></font>
ATG,Dealer,8552791992,,Consumer Residential,0,,0,,42391,,,<font size='8' color='red'><b>Thank you for calling ATG! Don't forget to ask about our special offers today!</b></font>
Call Redirects OLD,Web,8552913389,,Consumer Residential,0,,1,,,,,
Skyview Mail Test,Dealer,8552917723,,Consumer Residential,0,,0,,30541,,,<font size='8' color='red'><b>Thank you for calling Skyview! Don't forget to ask about our special offers today!</b></font>
DTV Out of Reach,Broadcast,8552931920,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home,Broadcast,8552931921,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8552931922,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8552931943,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8552931944,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8552931955,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME A,Broadcast,8552931956,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8552931957,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME A,Broadcast,8552931958,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8552931959,,Consumer Residential,0,,1,,,,,
Jingle Network Campaign,Broadcast,8553000883,,Consumer Residential,0,,0,,,,,
Jingle Network Campaign number 2,Broadcast,8553000884,,Consumer Residential,0,,0,,,,,
DISH Installer 60 and Installer 30 V1 Free Install Gen4 old IIC number,Broadcast,8553000885,,Consumer Residential,0,,1,,,,,
DTV Installer 60 V1 Free Install Gen4 old ICI number,Broadcast,8553000886,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8553000887,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8553000889,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8553000890,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8553000891,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home,Broadcast,8553000892,,Consumer Residential,0,,1,,,,,
DTV Out of Reach,Broadcast,8553000893,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8553000894,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8553000895,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8553000896,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8553000897,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME A,Broadcast,8553000898,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME B,Broadcast,8553000899,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME A,Broadcast,8553000901,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8553000902,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home A,Broadcast,8553000903,,Consumer Residential,0,,1,,,,,
DTV HOME SWEET HOME A,Broadcast,8553000904,,Consumer Residential,0,,1,,,,,
Clearlink Overflow New Mexico,Clearlink Overflow,8553043473,,Consumer Residential,0,,0,,,,,
Clearlink Overflow New York,Clearlink Overflow,8553045290,,Consumer Residential,0,,0,,,,,
Clearlink Overflow North Carolina,Clearlink Overflow,8553047044,,Consumer Residential,0,,0,,,,,
Clearlink Overflow North Dakota,Clearlink Overflow,8553048282,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Ohio,Clearlink Overflow,8553051171,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Oklahoma,Clearlink Overflow,8553051230,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Oregon,Clearlink Overflow,8553051454,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Pennsylvania,Clearlink Overflow,8553051457,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Rhode Island,Clearlink Overflow,8553053535,,Consumer Residential,0,,0,,,,,
Clearlink Overflow South Carolina,Clearlink Overflow,8553055127,,Consumer Residential,0,,0,,,,,
DTV Home Sweet Home B,Broadcast,8553060092,,Consumer Residential,0,,1,,,,,
DISH Home Sweet Home B,Broadcast,8553060093,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8553060094,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spots,Broadcast,8553060096,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spots,Broadcast,8553060097,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot,Broadcast,8553060130,,Consumer Residential,0,,1,,,,,
DISH Dircks Graphic Spot,Broadcast,8553060131,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8553060132,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8553060141,,Consumer Residential,0,,1,,,,,
DTV Dircks Graphic Spot,Broadcast,8553060142,,Consumer Residential,0,,1,,,,,
DTV You Are Here,Broadcast,8553172112,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home,Broadcast,8553172113,,Consumer Residential,0,,1,,,,,
DTV Root domain Americas Best Choice 60  V1 Free Install,Broadcast,8553172114,,Consumer Residential,0,,1,,,,,
Home Sweet Home A,Broadcast,8553172115,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice 60  V1 Free Install,Broadcast,8553172116,,Consumer Residential,0,,1,,,,,
DTV Home Sweet Home 60,Broadcast,8553172117,,Consumer Residential,0,,1,,,,,
Home Sweet Home A,Broadcast,8553172118,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8553172119,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8553172120,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8553172121,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8553577288,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8553577289,,Consumer Residential,0,,1,,,,,
Here 60  V1 Free Install,Broadcast,8553577290,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8553577291,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8553577292,,Consumer Residential,0,,1,,,,,
DTV Fun Online,Broadcast,8553577293,,Consumer Residential,0,,1,,,,,
DTV Cricket News,Broadcast,8553577294,,Consumer Residential,0,,1,,,,,
DTV Cricket,Broadcast,8553577295,,Consumer Residential,0,,1,,,,,
DTV Cricket,Broadcast,8553577296,,Consumer Residential,0,,1,,,,,
DTV Cricket,Broadcast,8553577297,,Consumer Residential,0,,1,,,,,
Voice Upgrade Announcement Email Cell,Customer Voice Upgrade,8553580344,,Consumer Residential,0,,0,,,,,
Voice Upgrade Announcement DM Cell,Customer Voice Upgrade,8553580345,,Consumer Residential,0,,0,,,,,
Voice Upgrade Announcement DM and Email Cell,Customer Voice Upgrade,8553580346,,Consumer Residential,0,,0,,,,,
Fail Safe TFN for inContact Provisioning Errors,Other,8553582706,,Consumer Residential,0,,0,,,,,
Mr Satellite,Dealer,8553591001,,Consumer Residential,0,,0,,70476,,,<font size='8' color='red'><b>Thank you for calling Mr Satellite! Don't forget to ask about our special offers today!</b></font>
DCH,Dealer,8553597331,,Consumer Residential,0,,0,,213887,,,<font size='8' color='red'><b>Thank you for calling DCH! Don't forget to ask about our special offers today!</b></font>
TSC Digital Mail Test,Dealer,8553604462,,Consumer Residential,0,,0,,37138,,,<font size='8' color='red'><b>Thank you for calling TSC Digital! Don't forget to ask about our special offers today!</b></font>
Facebook DataLab Ad 1,Web,8553664100,,Consumer Residential,0,,0,,,,,
Kobeam Communication,Dealer,8553664101,,Consumer Residential,0,,0,,92299,,,<font size='8' color='red'><b>Thank you for calling Kobeam Communication! Don't forget to ask about our special offers today!</b></font>
Single Source Satellite,Dealer,8553734278,,Consumer Residential,0,,0,,65845,,,<font size='8' color='red'><b>Thank you for calling Single Source Satellite! Don't forget to ask about our special offers today!</b></font>
DM 215 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8553740691,,Consumer Residential,0,,0,,,,,
Vliet View Mail Test,Dealer,8553994259,,Consumer Residential,0,,0,,51338,,,<font size='8' color='red'><b>Thank you for calling Vliet View! Don't forget to ask about our special offers today!</b></font>
AGSL Mail Test,Dealer,8553999277,,Consumer Residential,0,,0,,213432,,,<font size='8' color='red'><b>Thank you for calling AGSL! Don't forget to ask about our special offers today!</b></font>
DM 215 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8554009277,,Consumer Residential,0,,0,,,,,
BI Email Aug 2014 MIR Expiration,Business,8554213943,,Business,0,,0,70130000001xDDr,,Business Email,,
BI End of Quarter Email Q1 2015,Business,8554213944,,Business,0,,0,70130000001xXFr,,Business Email,,
BI Email Data dot com Aug 2014,Business,8554213945,,Business,0,,0,70130000001xBHf,,Business Email,,
BI Email Sept 2013 4,Business,8554213946,,Business,0,,0,70130000000MzIt,,Business Email,,
BI Email June 2015 MIR Exp,Business,8554213947,,Business,0,,0,70130000001xiMQ,,Business Email,,
Govt Five9 Transfer to BI,Business,8554213948,,Business,0,,0,,,Business Govt Referral,,
DTV You Are Here,Broadcast,8554391452,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8554391453,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8554391454,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8554391455,,Consumer Residential,0,,1,,,,,
DISH Fun Online,Broadcast,8554391456,,Consumer Residential,0,,1,,,,,
Crickets 60 spot TV,Broadcast,8554391457,,Consumer Residential,0,,1,,,,,
Crickets 120  V1 Free Install Number for Website,Broadcast,8554391458,,Consumer Residential,0,,1,,,,,
Crickets 120  V1 Free Install Google,Broadcast,8554391459,,Consumer Residential,0,,1,,,,,
Home Sweet Home  Driven to Hunt,Broadcast,8554391460,,Consumer Residential,0,,1,,,,,
Fishing w Roland Martin,Broadcast,8554391461,,Consumer Residential,0,,1,,,,,
BI PPC 2015,Business,8554572999,,Business,0,,0,70130000001xYRv,,Business PPC,,
Firelands Satellite,Dealer,8554573001,,Consumer Residential,0,,0,,70519,,,<font size='8' color='red'><b>Thank you for calling Firelands Satellite! Don't forget to ask about our special offers today!</b></font>
First Digital 2nd number,Dealer,8554573002,,Consumer Residential,0,,0,,92099,,,<font size='8' color='red'><b>Thank you for calling First Digital! Don't forget to ask about our special offers today!</b></font>
Facebook DataLab Ad 2,Web,8554573003,,Consumer Residential,0,,0,,,,,
Facebook DataLab Ad 3,Web,8554573004,,Consumer Residential,0,,0,,,,,
Facebook DataLab Ad 4,Web,8554573005,,Consumer Residential,0,,0,,,,,
TV Unassigned,Broadcast,8554592686,,Consumer Residential,0,,1,,,,,
TV Unassigned ,Broadcast,8554592687,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8554592688,,Consumer Residential,0,,1,,,,,
DTV Frank  V1,Broadcast,8554592689,,Consumer Residential,0,,1,,,,,
Dish Frank  V1,Broadcast,8554592690,,Consumer Residential,0,,1,,,,,
DTV Frank  V1,Broadcast,8554592691,,Consumer Residential,0,,1,,,,,
DISH Frank  V1,Broadcast,8554592692,,Consumer Residential,0,,1,,,,,
DTV Entertainment Cluster Ubiquity,Broadcast,8554592693,,Consumer Residential,0,,1,,,,,
DISH Frank  V1,Broadcast,8554592694,,Consumer Residential,0,,1,,,,,
DTV Information Cluster Ubiquity,Broadcast,8554592695,,Consumer Residential,0,,1,,,,,
WeConnect,Dealer,8554753154,,Consumer Residential,0,,0,,51648,,,
Clearlink Overflow South Dakota,Clearlink Overflow,8554855386,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Tennessee,Clearlink Overflow,8554855468,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Texas,Clearlink Overflow,8554855562,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Utah,Clearlink Overflow,8554855563,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Vermont,Clearlink Overflow,8554855564,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Virginia,Clearlink Overflow,8554855565,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Washington,Clearlink Overflow,8554855566,,Consumer Residential,0,,0,,,,,
Clearlink Overflow West Virginia,Clearlink Overflow,8554855567,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Wisconsin,Clearlink Overflow,8554855568,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Wyoming,Clearlink Overflow,8554855569,,Consumer Residential,0,,0,,,,,
Bulls Eye Satellite,Dealer,8555056209,,Consumer Residential,0,,0,,30801,,,<font size='8' color='red'><b>Thank you for calling Bulls Eye Satellite! Don't forget to ask about our special offers today!</b></font>
Sat Serv,Dealer,8555056367,,Consumer Residential,0,,0,,31762,,,<font size='8' color='red'><b>Thank you for calling Sat Serv! Don't forget to ask about our special offers today!</b></font>
Solid Rock,Dealer,8555056496,,Consumer Residential,0,,0,,70906,,,<font size='8' color='red'><b>Thank you for calling Solid Rock! Don't forget to ask about our special offers today!</b></font>
TechStar Communications,Dealer,8555056497,,Consumer Residential,0,,0,,16272,,,<font size='8' color='red'><b>Thank you for calling TechStar Communications! Don't forget to ask about our special offers today!</b></font>
Associated Installations Group,Dealer,8555056498,,Consumer Residential,0,,0,,54704,,,<font size='8' color='red'><b>Thank you for calling Associated Installations Group! Don't forget to ask about our special offers today!</b></font>
S and P Consumer Callbacks,Other,8555056499,,Consumer Residential,0,,0,,,,,
Direct IVR xfer Edgemark,Business,8555056501,,Business,0,,0,70130000001xha6,,Business Consumer Referral,,
Satellite and Security Solutions,Dealer,8555056502,,Consumer Residential,0,,0,,493,,,<font size='8' color='red'><b>Thank you for calling Satellite and Security Solutions! Don't forget to ask about our special offers today!</b></font>
WOB Enterprises,Dealer,8555056503,,Consumer Residential,0,,0,,69146,,,<font size='8' color='red'><b>Thank you for calling WOB Enterprises! Don't forget to ask about our special offers today!</b></font>
Jupiter Communication,Dealer,8555056504,,Consumer Residential,0,,0,,69340,,,<font size='8' color='red'><b>Thank you for calling Jupiter Communication! Don't forget to ask about our special offers today!</b></font>
DISH Home sweet Home,Broadcast,8555170513,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8555170514,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8555170515,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home,Broadcast,8555170516,,Consumer Residential,0,,1,,,,,
DISH Home sweet Home A number on website,Broadcast,8555170517,,Consumer Residential,0,,1,,,,,
DTV Male DR ,Broadcast,8555170518,,Consumer Residential,0,,1,,,,,
DTV Adult DR,Broadcast,8555170519,,Consumer Residential,0,,1,,,,,
Old automated outbound orphans Broadcast orders,Broadcast,8555170520,,Consumer Residential,0,,1,,,,,
American Farm Bureau old TFN,Campaigns,8555170521,,Consumer Residential,0,,0,,,,,
American Farm Bureau instant savings mailer,Campaigns,8555170522,,Consumer Residential,0,,0,,,,,
4G Satellite LLC,Dealer,8555279651,,Consumer Residential,0,,0,,41122,,,<font size='8' color='red'><b>Thank you for calling 4G Satellite! Don't forget to ask about our special offers today!</b></font>
Turning Point Satellite,Dealer,8555279653,,Consumer Residential,0,,0,,214636,,,<font size='8' color='red'><b>Thank you for calling Turning Point Satellite! Don't forget to ask about our special offers today!</b></font>
Great American Satellite,Dealer,8555279654,,Consumer Residential,0,,0,,213569,,,<font size='8' color='red'><b>Thank you for calling Great American Satellite! Don't forget to ask about our special offers today!</b></font>
Zenas Satellite Technologies,Dealer,8555279655,,Consumer Residential,0,,0,,213673,,,<font size='8' color='red'><b>Thank you for calling Zenas Satellite Technologies! Don't forget to ask about our special offers today!</b></font>
AGSL,Dealer,8555279656,,Consumer Residential,0,,0,,213432,,,<font size='8' color='red'><b>Thank you for calling AGSL! Don't forget to ask about our special offers today!</b></font>
United Satellite,Dealer,8555279657,,Consumer Residential,0,,0,,19638,,,<font size='8' color='red'><b>Thank you for calling United Satellite! Don't forget to ask about our special offers today!</b></font>
Three Rivers ,Dealer,8555279658,,Consumer Residential,0,,0,,43857,,,<font size='8' color='red'><b>Thank you for calling Three Rivers! Don't forget to ask about our special offers today!</b></font>
Specialty Satellite ,Dealer,8555279659,,Consumer Residential,0,,0,,213661,,,<font size='8' color='red'><b>Thank you for calling Specialty Satellite! Don't forget to ask about our special offers today!</b></font>
Dish Planet ,Dealer,8555279660,,Consumer Residential,0,,0,,32785,,,<font size='8' color='red'><b>Thank you for calling Dish Planet! Don't forget to ask about our special offers today!</b></font>
Franks Satellite Services ,Dealer,8555279664,,Consumer Residential,0,,0,,28797,,,<font size='8' color='red'><b>Thank you for calling Franks Satellite Services! Don't forget to ask about our special offers today!</b></font>
YellowBook Print 2015 Online Services OLD,Directories,8555435126,,Consumer Residential,0,,1,,,,,
